Date,Returns,CPI,Interest_Rate,Oil,FX,VIX
2020-03-04,0.0422025907744911,0.0052,0.0041,-0.0084782010023646,0.0032871199645283,-0.1311787062395062
2020-03-05,-0.0339220770468885,0.0053,0.00415,-0.0188113996661202,-0.003720425792251,0.238512010483203
2020-03-06,-0.0170538520003701,0.0054,0.0042,-0.1006536512635457,0.0076097960861032,0.0585562785807438
2020-03-09,-0.0759696974774509,0.0055,0.00425,-0.2458817809757493,0.0144487977851244,0.2985217183529056
2020-03-10,0.0493963062815614,0.0056,0.0043,0.1037584817430949,0.0010486546000192,-0.1314726398784228
2020-03-11,-0.0488684451312739,0.0057,0.00435,-0.040163010582121,-0.0071464116497941,0.139534934360995
2020-03-12,-0.0951126809783365,0.0058,0.0044,-0.044875668974493,-0.0048592785421385,0.4001855117660406
2020-03-13,0.0928712497297183,0.0059,0.00445,0.0073015727694072,-0.0068004722000278,-0.2337352471753954
2020-03-16,-0.1198405524039344,0.006,0.0045,-0.0954931869842479,-0.0026438297866444,0.4298806817087415
2020-03-17,0.0599548497440243,0.0061,0.00455,-0.0609756081351673,0.0007032639633588,-0.0819929686675381
2020-03-18,-0.0518307627291578,0.0062,0.0046,-0.2441558344129846,-0.0132296054750471,0.0071135984729553
2020-03-19,0.0047078080405855,0.0063,0.00465,0.2380951533776971,-0.0048998489149221,-0.0582079414765039
2020-03-20,-0.0433595123084619,0.0064,0.0047,-0.1106264506003119,-0.0277517255719607,-0.0827777650621202
2020-03-23,-0.0292938678218044,0.0065,0.00475,0.0414623402818761,0.0034757157946578,-0.0673834146161128
2020-03-24,0.0938277397622755,0.0066,0.0048,0.0278253254086919,0.0065664173699062,0.0012988799506288
2020-03-25,0.0115350114482219,0.0067,0.00485,0.0199916508813244,0.003532443485666,0.0369710177021258
2020-03-26,0.0624141633038768,0.0068,0.0049,-0.0771743326791442,0.0080474222426447,-0.0461298002774857
2020-03-27,-0.0336873525622525,0.0069,0.0049499999999999,-0.0482300944331668,0.0145725707300834,0.0744262445168417
2020-03-30,0.0335160094837001,0.007,0.005,-0.0660158094460309,0.0082206951676806,-0.1290814611885116
2020-03-31,-0.0160127219145556,0.0071,0.00505,0.0194126125777156,-0.0097509241085856,-0.062018234091951
2020-04-01,-0.0441424303316654,0.0072,0.0051,-0.0083007851608273,-0.0003528575408736,0.0657452446315296
2020-04-02,0.0228293472348715,0.0073,0.00515,0.2466765317883463,-0.0066160628366506,-0.1077813070077778
2020-04-03,-0.0151371251249494,0.0074,0.0052,0.119273321254463,-0.0096974891832934,-0.0807307134682792
2020-04-06,0.0703313186527505,0.0075,0.00525,-0.0797459497781781,-0.0037284638271861,-0.0333332817099364
2020-04-07,-0.0016030527844311,0.0076,0.0053,-0.0939417473200399,-0.0002916541788892,0.0322723039413055
2020-04-08,0.0340564528796303,0.0077,0.00535,0.0617859095926403,0.0084545906839619,-0.0717345232139028
2020-04-09,0.0144874101533765,0.0078,0.0054,-0.0928656799336737,-0.0028896516334027,-0.0387543336634418
2020-04-13,-0.0101046608226074,0.0079,0.00545,-0.0153778724934099,0.000481095720048,-0.0119990406040532
2020-04-14,0.030572589146256,0.008,0.0055,-0.1026327198893822,-0.0008847468401703,-0.0828273014105763
2020-04-15,-0.0220304385294157,0.0081,0.00555,-0.0119343492707117,0.0057122925772936,0.0815678487278499
2020-04-16,0.0058166894621645,0.0082,0.0056,0.0,-0.0073085676162415,-0.0178746214375337
2020-04-17,0.0267935948482234,0.0083,0.00565,-0.0805234179110108,-0.0042759718063084,-0.0488655959772491
2020-04-20,-0.0178810480340146,0.0084,0.0057,-3.059660652724544,0.000782325031349,0.1488859784533107
2020-04-21,-0.0306747956940633,0.0085,0.00575,-1.2660111598392576,-0.0001955929174959,0.0360483219336293
2020-04-22,0.0229302477038437,0.0086,0.0058,0.3766233184702416,-0.0007706749407427,-0.0755340303171406
2020-04-23,-0.0005394221197431,0.0087,0.00585,0.1973875413452082,-0.0043131349122905,-0.0142924840558283
2020-04-24,0.0139180573045454,0.0088,0.0059,0.0266666990337949,-0.0030176057328222,-0.1317061532687796
2020-04-27,0.0147140698047996,0.0089,0.00595,-0.245572648756581,0.0043295545274324,-0.0734761861181543
2020-04-28,-0.0052423806984989,0.009,0.006,-0.0344287628776817,0.0001082651224513,0.0084108973144028
2020-04-29,0.026583916282167,0.0091,0.00605,0.220421412754876,0.0010836352792,-0.0697050990128149
2020-04-30,-0.0092124463039876,0.0092,0.0061,0.2509959912117585,0.0037526459272465,0.0934999047852525
2020-05-01,-0.0280590340784921,0.0093,0.00615,0.0498938708303831,0.006271686807133,0.0890189448022824
2020-05-04,0.0042498275919764,0.0094,0.0062,0.0308391649053263,0.0012933299570614,-0.0328044488049452
2020-05-05,0.0090405563857973,0.0095,0.00625,0.204512025557537,-0.005048729550992,-0.0656102454896004
2020-05-06,-0.0069794103903862,0.0096,0.0063,-0.0232084571343188,-0.0060262262134445,0.0151740051256092
2020-05-07,0.0115046307883139,0.0097,0.00635,-0.018340997843082,-0.0036931120457727,-0.0785462626530951
2020-05-08,0.0168715386387019,0.0098,0.0064,0.0505308098772638,0.0035762058614008,-0.1100509202623332
2020-05-11,0.0001330782209116,0.0098999999999999,0.00645,-0.0242522387639702,0.0002168107414928,-0.0146533185889873
2020-05-12,-0.0205003175288771,0.01,0.0065,0.0679370894143569,-0.0027780072010433,0.1984041088593127
2020-05-13,-0.017462724604228,0.0101,0.00655,-0.0190069727721921,0.0034601259496873,0.0677965436349861
2020-05-14,0.0115248226950355,0.0102,0.0066,0.0897587373759771,-0.0021322207671115,-0.0756802228267686
2020-05-15,0.0039263632504382,0.0103,0.00665,0.0678519911273682,-0.0015454488283191,-0.0220791538554762
2020-05-18,0.0315011916316807,0.0104,0.0067,0.0812096284357875,0.0013310858459365,-0.081216688684811
2020-05-19,-0.0104843991944931,0.0104999999999999,0.00675,0.021370217212365,0.0086666098234355,0.0419795727512912
2020-05-20,0.0166511002590801,0.0106,0.0068,0.0304615901066707,0.0011583319408448,-0.0831968836685417
2020-05-21,-0.0077735964077371,0.0107,0.00685,0.0128395481913334,0.0050521028101613,0.0550196830339531
2020-05-22,0.0023537113264884,0.0108,0.0069,-0.0197523055752613,-0.0027381401530067,-0.0463935254784115
2020-05-26,0.0122891840360801,0.0109,0.00695,0.0330826608758223,-0.0004404310453832,-0.0053266910278075
2020-05-27,0.0148272972159138,0.011,0.007,-0.0448325231219528,0.0072249397748569,-0.0139235768104813
2020-05-28,-0.0021079145460738,0.0111,0.00705,0.027430590475814,0.0031947931525848,0.0351194527111178
2020-05-29,0.0048123358249714,0.0112,0.0071,0.0528034008406139,0.0056504236059351,-0.0377754430899608
2020-06-01,0.0037512348135377,0.0113,0.00715,-0.0014089334852905,0.0035579530369997,0.026172275803858
2020-06-02,0.0082108327800534,0.0114,0.0072,0.0386569638732869,0.0006675319779554,-0.0492383780442075
2020-06-03,0.013648979133831,0.0115,0.00725,0.0130399218779875,0.005706559007063,-0.0439642436090674
2020-06-04,-0.0033687022311144,0.0116,0.0073,0.0032179921946529,0.0041573002584596,0.0058456593695344
2020-06-05,0.0262116508183987,0.0117,0.00735,0.0572039400795794,0.0090702762598349,-0.0499805902700978
2020-06-08,0.0120415794211692,0.0118,0.0074,-0.0343868681817107,-0.0016186702973106,0.0526100727608374
2020-06-09,-0.0077991708226116,0.0119,0.00745,0.0196386495671532,-0.0012322681759292,0.0681906340681737
2020-06-10,-0.0053130910724373,0.012,0.0075,0.0169491492215774,0.002357072805333,0.0
2020-06-11,-0.0589440592744382,0.0121,0.00755,-0.0823231931098087,0.0029323119315063,0.479506759776459
2020-06-12,0.0130608439632347,0.0121999999999999,0.0076,-0.0022014813076161,-0.0068067781648591,-0.1152243358040799
2020-06-15,0.0083122170412852,0.0123,0.00765,0.0237176130766902,-0.003195541723474,-0.0468273377546051
2020-06-16,0.0189623981938025,0.0124,0.0077,0.0339440240432811,0.0076190256228736,-0.0212210268765371
2020-06-17,-0.003600299556174,0.0125,0.00775,-0.0109432509628433,-0.0063539438275659,-0.005939915625735
2020-06-18,0.0005942198825281,0.0126,0.0078,0.0231823258519305,-0.0020237334999584,-0.0158351531121637
2020-06-19,-0.0056494948094629,0.0127,0.00785,0.0234294501502847,-0.0028374877932146,0.0661809470571184
2020-06-22,0.0064950955376916,0.0127999999999999,0.0079,0.0178616121879913,-0.0029832625318877,-0.095387203189226
2020-06-23,0.0043074195691641,0.0129,0.00795,-0.0022244230010975,0.0091365429402481,-0.0125904819882533
2020-06-24,-0.0258551459390645,0.013,0.008,-0.0584592685854049,0.0028959802817161,0.0787376234388028
2020-06-25,0.0109594472678098,0.0131,0.00805,0.0186793720211162,-0.0054341211212455,-0.047872308645982
2020-06-26,-0.0242269050447859,0.0132,0.0081,-0.00594007063495,-0.0025587216499913,0.0779018692252684
2020-06-29,0.0146856784331186,0.0133,0.00815,0.0314367116577598,0.0003368470878872,-0.0849409413899711
2020-06-30,0.0154098757315546,0.0134,0.0082,-0.0108312417358236,0.0019007239932979,-0.0424795579704634
2020-07-01,0.0050221328208643,0.0135,0.00825,0.0140055826495875,-0.001000017276398,-0.0594807574035588
2020-07-02,0.004541250844364,0.0136,0.0083,0.0208438432299278,0.001372673547505,-0.0328441826168303
2020-07-06,0.0158817258674588,0.0137,0.00835,-0.0004920161626793,0.0008322910247819,0.0093930717491075
2020-07-07,-0.0108185320281971,0.0138,0.0084,-0.0002461761252159,0.0058374087437864,0.0533285519913258
2020-07-08,0.0078274619154155,0.0139,0.00845,0.0068932201220308,-0.0033261636145835,-0.0458715721192943
2020-07-09,-0.0056436061593611,0.014,0.0085,-0.0312959057760483,0.0056695953320384,0.0420228030050522
2020-07-10,0.0104662012732443,0.0141,0.00855,0.0234730017730351,-0.0045152571937764,-0.0673273854389773
2020-07-13,-0.0093625411277882,0.0142,0.0086,-0.0110974296277711,0.0019566960604067,0.1795528599045837
2020-07-14,0.0134063707826679,0.0143,0.00865,0.004738215676713,0.0031347394074614,-0.08294496063538
2020-07-15,0.009082050740923,0.0144,0.0087,0.0225862453892724,0.00574753827034,-0.059620603034881
2020-07-16,-0.0034061012455366,0.0144999999999999,0.00875,-0.0109223484127758,0.0005686381091167,0.0086455248249048
2020-07-17,0.0028486121946174,0.0146,0.0088,-0.00392637662361,-0.0021964124845104,-0.0828571319580078
2020-07-20,0.0084069387471426,0.0147,0.00885,0.0054200842541534,0.0044627684065128,-0.0475078351325889
2020-07-21,0.0016790373419135,0.0148,0.0089,0.0281793107690087,0.0013750321906922,0.0155356125240602
2020-07-22,0.0057470820687397,0.0149,0.00895,-0.0014298751168455,0.006574425313873,-0.0209339957556118
2020-07-23,-0.012319859824193,0.015,0.009,-0.0198091121916081,0.0030078212447555,0.0723684313719954
2020-07-24,-0.0061904000546884,0.0151,0.00905,0.0053567378217158,0.0023655928604167,-0.0092024452385066
2020-07-27,0.0073951387950395,0.0152,0.0091,0.0075078118605023,0.0048708296200636,-0.0425696739541063
2020-07-28,-0.0064733921522979,0.0153,0.00915,-0.0134614802676523,0.0100156707774068,0.0282942914072554
2020-07-29,0.01242838167815,0.0154,0.0092,0.0056042772199185,-0.0042891650419982,-0.0526729608670398
2020-07-30,-0.0037502519373892,0.0155,0.00925,-0.0327114677451959,0.0054673047121602,0.027385885351254
2020-07-31,0.0076705049901413,0.0156,0.0093,0.0087675928074224,0.0075863622126015,-0.0121163627478175
2020-08-03,0.0071810234393261,0.0157,0.00935,0.0183759089982047,-0.0075760337032135,-0.0073588881669832
2020-08-04,0.0036119303819721,0.0158,0.0094,0.0168252248146021,-0.0016115393013034,-0.021416822201726
2020-08-05,0.0064297430531994,0.0159,0.00945,0.0117505480768482,0.0044307793335691,-0.032407426361372
2020-08-06,0.0064276955596642,0.016,0.0095,-0.0056885013411116,0.0048559695029375,-0.0147890454968609
2020-08-07,0.0006330295486443,0.0161,0.00955,-0.017401657424551,0.000308746037257,-0.0194260724709967
2020-08-10,0.002742218294476,0.0162,0.0096,0.0174671854605437,-0.0078943324396346,-0.003601977802961
2020-08-11,-0.0079691321542361,0.0163,0.00965,-0.0078683363653537,-0.0038148260412615,0.0858563758668071
2020-08-12,0.0139965494902376,0.0164,0.0097,0.0254745864706873,-0.0001056227670687,-0.0728256325424305
2020-08-13,-0.0020471743504979,0.0165,0.00975,-0.0100772558924425,0.004879068455049,-0.0067325637906652
2020-08-14,-0.0001718826227681,0.0166,0.0098,-0.0054451550140643,0.0019295773993015,-0.0036149989489328
2020-08-17,0.0027098425110787,0.0167,0.00985,0.0209474197399377,0.003046169826061,-0.0317459809438132
2020-08-18,0.0023033891540169,0.0168,0.0099,0.0,0.0020189802651064,0.0074941379181883
2020-08-19,-0.0044043954214108,0.0169,0.00995,0.0009326396851616,0.0060098063610558,0.0478847362010954
2020-08-20,0.0031586327691348,0.017,0.01,-0.0081527712935725,-0.008734567738023,0.0079857316111797
2020-08-21,0.0034411070444764,0.0171,0.01005,-0.005636488213858,0.0025469429035471,-0.0079224649325296
2020-08-24,0.0100437183030086,0.0172,0.0101,0.0066131029354699,-0.0063709595805448,-0.0075421503721783
2020-08-25,0.0035963511532906,0.0173,0.01015,0.0171280985577455,-0.0002949409890677,-0.0151989333854465
2020-08-26,0.0101956261394839,0.0174,0.0102,0.0009227431818994,0.0034321894453757,0.0562868693812546
2020-08-27,0.0016730440109038,0.0175,0.01025,-0.0080663396875869,0.0006513943384394,0.0515684929946127
2020-08-28,0.0067325653552858,0.0176,0.0103,-0.0016263869269335,-0.0019502937318516,-0.0617082252249084
2020-08-31,-0.0021949627140287,0.0177,0.01035,-0.0083779520624754,0.0083427920410898,0.1502613632625364
2020-09-01,0.0075250030166134,0.0178,0.0104,0.0035202466330217,0.0017430930674866,-0.0109806516415836
2020-09-02,0.0153659101548075,0.0179,0.01045,-0.0292329291175514,-0.0013234919979406,0.017228133274594
2020-09-03,-0.0351258437153412,0.018,0.0105,-0.0033726667142699,-0.0063619804083556,0.2645840745216983
2020-09-04,-0.0081330272642748,0.0181,0.01055,-0.0386753327394442,-0.000639345722124,-0.0848213870103649
2020-09-08,-0.0277563421023609,0.0182,0.0106,-0.0756852426850519,-0.0010758034478896,0.023089401121062
2020-09-09,0.0201449863367746,0.0183,0.01065,0.0350925183468164,-0.0043549400692805,-0.0842339381960822
2020-09-10,-0.0175847965901794,0.0184,0.0107,-0.0197109070969311,0.0030697019536041,0.031239140410058
2020-09-11,0.000533072190594,0.0185,0.01075,0.0008043591047672,0.0015253577729836,-0.0955906540812896
2020-09-14,0.0127418290893575,0.0186,0.0108,-0.0018752613471143,0.0015513640318849,-0.037960566650759
2020-09-15,0.005219359577689,0.0187,0.01085,0.0273752148070869,0.0023028061782486,-0.0100580357851063
2020-09-16,-0.0046189465962115,0.0188,0.0109,0.0491118372013115,-0.0021557096226498,0.0175850238474479
2020-09-17,-0.0084123658764024,0.0189,0.01095,0.0201693569812901,-0.0034583984219509,0.0161289613739941
2020-09-18,-0.0111825818074104,0.019,0.011,0.0034171194893128,0.0037913635082373,-0.0238094929162828
2020-09-21,-0.0115710979308057,0.0191,0.01105,-0.0437849479527203,-0.0002250731487734,0.0754936418389145
2020-09-22,0.0105179451608137,0.0192,0.0111,0.0073771836860609,-0.0065453970179799,-0.0331173525397431
2020-09-23,-0.0237214550930281,0.0193,0.01115,0.0083333798931923,-0.0050673064474923,0.0640357138596499
2020-09-24,0.002987459142957,0.0194,0.0112,0.0095166808217124,-0.004255377205412,-0.0024492545490231
2020-09-25,0.0159767237756141,0.0195,0.01125,-0.001488498418429,0.0012607496030632,-0.0747106647146728
2020-09-28,0.0161105901990838,0.0196,0.0113,0.0086956142638781,-0.0032462486057818,-0.0072023742514578
2020-09-29,-0.0048126645432444,0.0197,0.01135,-0.0322659509317163,0.003737229825137,0.0030545980173624
2020-09-30,0.0082537182282207,0.0198,0.0114,0.0236701522907891,0.0054130305305293,0.0038066379797176
2020-10-01,0.0052929077692909,0.0199,0.01145,-0.0372948770381409,-0.0013602105026768,0.0125142174138681
2020-10-02,-0.0095776521786163,0.02,0.0115,-0.0431302151599533,0.0016089994172752,0.0348313996723932
2020-10-05,0.017972708676142,0.0201,0.01155,0.0585695554204481,-0.0020861974904528,0.0119435372323368
2020-10-06,-0.0139735156922267,0.0202,0.0116,0.0369708542353837,0.0061439279661417,0.0543633944039645
2020-10-07,0.0173967548692179,0.0203,0.01165,-0.0177034039444741,-0.004648194991886,-0.0481682529967307
2020-10-08,0.0080101236424949,0.0204,0.0117,0.0310387444327622,0.0025417808980194,-0.0605844222361507
2020-10-09,0.0087935331206152,0.0205,0.01175,-0.0143238691978327,-4.001510240880801e-05,-0.0515933451768393
2020-10-12,0.0164158129636475,0.0206,0.0118,-0.0288176899733403,0.0042351855630269,0.0027999877929687
2020-10-13,-0.0063069189940844,0.0207,0.01185,0.0195282894193282,-5.911618479070846e-05,0.0398883132099301
2020-10-14,-0.0066231417535027,0.0208,0.0119,0.0208955257872107,-0.0062585142175263,0.012658225069775
2020-10-15,-0.0015277553060997,0.0209,0.01195,-0.0019493623116469,0.0001526893942394,0.0215908978432004
2020-10-16,0.0001349195574553,0.021,0.012,-0.0019530766148807,-0.003137572239784,0.0163144436507176
2020-10-19,-0.016329861778318,0.0211,0.01205,-0.0012230732816576,0.0007147180392022,0.0645749896978122
2020-10-20,0.0047273340731102,0.0212,0.0121,0.0154297630459276,0.0045544851656165,0.0058259107099389
2020-10-21,-0.0021956999281005,0.0213,0.01215,-0.0344910838580152,0.0051814977763844,-0.0238501108634193
2020-10-22,0.0052189253963921,0.0214,0.0122,0.0152385867837461,0.0020388792804699,-0.0188481331716824
2020-10-23,0.0034457613537031,0.0215,0.01225,-0.019438999197637,-0.0032845519559783,-0.019921784458617
2020-10-26,-0.0185895162945356,0.0216,0.0123,-0.0323713212101579,0.0028316561500716,0.1782214150048733
2020-10-27,-0.0030256189119989,0.0217,0.01235,0.0261929015965436,-0.0032947233516975,0.0274183430299039
2020-10-28,-0.0352878787606047,0.0218,0.0124,-0.0550922497343594,-0.0021447579912096,0.2077961206071215
2020-10-29,0.0119473308942383,0.0219,0.01245,-0.0326290783797361,-0.0030076178282917,-0.0667824902738475
2020-10-30,-0.0121295501301756,0.022,0.0125,-0.0105058687490956,-0.0059561660031286,0.0114392206286324
2020-11-02,0.0123182026012718,0.0221,0.01255,0.0284995929497489,-0.0031317368936795,-0.0234087159109094
2020-11-03,0.0177992900964345,0.0222,0.0126,0.0230915088945866,5.826265274877507e-05,-0.0425532395799332
2020-11-04,0.0220470477016834,0.0223,0.01265,0.0395645694238946,0.0102565987569174,-0.1682137741370816
2020-11-05,0.0194601941389629,0.0224,0.0127,-0.0091954175305356,-0.0025108289252275,-0.0672979300526162
2020-11-06,-0.0002877151874185,0.0225,0.01275,-0.0425367746051901,0.0072324091424917,-0.0986221653690633
2020-11-09,0.0116998892356872,0.0226,0.0128,0.0848142589565272,0.0063864906722495,0.0358004572726295
2020-11-10,-0.001399794593191,0.0227,0.01285,0.0265574502484524,-0.0055233356520971,-0.0368932335122117
2020-11-11,0.0076518553187603,0.0228,0.0129,0.0021760191310384,-0.0007209612763262,-0.0544354240182268
2020-11-12,-0.009978532303877,0.0229,0.01295,-0.0079614433047187,-0.0032572067704471,0.081023435254341
2020-11-13,0.0136103354090635,0.023,0.013,-0.0240758241606343,0.0019605283529799,-0.0887573951140726
2020-11-16,0.0116480512400123,0.0231,0.01305,0.0301519823639886,0.0035464667435043,-0.0281385111600123
2020-11-17,-0.0047919256980916,0.0232,0.0131,0.0021770718978155,0.0011978037781641,0.0115812166012221
2020-11-18,-0.011563829610944,0.0233,0.01315,0.0094134536996302,0.000355935881684,0.0497578649788603
2020-11-19,0.0039464424674215,0.0234,0.0132,-0.0019129128871639,-0.0013506884371141,-0.0306207859716428
2020-11-20,-0.0067925629151801,0.0235,0.01325,0.0098227079761623,0.0015900757859319,0.0255300794896393
2020-11-23,0.0056359306172162,0.0236,0.0133,0.0215895566896573,0.0,-0.0438818937573044
2020-11-24,0.0161616682734162,0.0237,0.01335,0.0429632702071534,-0.002001341527696,-0.0450132596925044
2020-11-25,-0.0015844182375249,0.0238,0.0134,0.0178133876592887,0.0048792071107257,-0.0180221534495511
2020-11-27,0.0023969791981541,0.0239,0.01345,-0.0039378759304531,-0.0003360261092286,-0.0192941104664522
2020-11-30,-0.0045955486401709,0.024,0.0135,-0.0041730426488695,0.0046545255772312,-0.0129558759974454
2020-12-01,0.0112711871947761,0.0241,0.01355,-0.0174239283826348,-0.0027816090374511,0.0097229346575915
2020-12-02,0.0017911667548251,0.0242,0.0136,0.01638607305809,0.0114103064020958,0.0192585271889464
2020-12-03,-0.0006241572130915,0.0243,0.01365,0.00795054372917,0.0033314170009388,0.0051960609331664
2020-12-04,0.0088362751296118,0.0244,0.0137,0.013584551712886,0.0025627638016205,-0.0230263042907544
2020-12-07,-0.0019356376714373,0.0245,0.01375,-0.0108084742356606,-0.0019999980370044,0.0245309427164239
2020-12-08,0.0027871480653562,0.0246,0.0138,-0.0034965002902287,-0.0006783939588516,-0.029107932117012
2020-12-09,-0.0079492016045985,0.0247,0.01385,-0.0017543425226828,-0.0001815724171323,0.0768858863212853
2020-12-10,-0.0012851080682624,0.0248,0.0139,0.0276801034460074,-0.002657344584665,0.0112258641608085
2020-12-11,-0.0012649972997506,0.0249,0.01395,-0.0044890784513144,0.0054260627277287,0.0350798841971764
2020-12-14,-0.0043592589719577,0.025,0.014,0.0090187242086079,-0.0008966983830569,0.0604890553289039
2020-12-15,0.0129212491547088,0.0251,0.01405,0.0134070489660498,0.0012768419520983,-0.0740291251835688
2020-12-16,0.001772795166959,0.0252,0.0141,0.0041999321172923,0.0004448921931232,-0.0170379816534554
2020-12-17,0.0057576547533797,0.0253,0.01415,0.011292365515966,0.0037257618774535,-0.0253333197699652
2020-12-18,-0.0035111185091528,0.0254,0.0142,0.0153018580320516,0.0051748361354004,-0.0164158962764171
2020-12-21,-0.0039062790518439,0.0255,0.01425,-0.0276985099372478,-0.0037991731468713,0.1664348726648021
2020-12-22,-0.002073092860288,0.0256,0.0143,-0.015081717540615,0.0017008809157941,-0.0369634463758329
2020-12-23,0.0007458112508249,0.0257,0.01435,0.0233942676182909,-0.0041068435930385,-0.0379694632139903
2020-12-24,0.0035365890047962,0.0258,0.0144,0.0022859645218877,0.0003901044165142,-0.0763620257433975
2020-12-28,0.0087225290211445,0.0259,0.01445,-0.0126477424039236,0.0016721969568598,0.0078959624185888
2020-12-29,-0.0022273805256001,0.026,0.0145,0.0079798630121512,0.0015034610957831,0.0635944291358481
2020-12-30,0.0013415471654707,0.0261,0.01455,0.0083333651224772,0.0024138441191721,-0.0134315193659932
2020-12-31,0.0064388455229198,0.0262,0.0146,0.0024793166963146,0.0038313881765079,-0.0008783687905835
2021-01-04,-0.014754827521051,0.0263,0.01465,-0.0185490832107957,0.0057822080635769,0.1854944753122853
2021-01-05,0.0070825951575492,0.0264,0.0147,0.0485090597459949,7.356497217481106e-05,-0.0604374935953183
2021-01-06,0.0057098427477522,0.0265,0.01475,0.0140196426729621,0.0039729946895057,-0.0106551087662917
2021-01-07,0.0148474038001011,0.0266,0.0148,0.0039502421236448,0.0033197592840159,-0.1076984000182593
